"run_id","trt","poiss_ds","fold_chg","eff_siz","trt_middleqi","trt_upperqi","nc_middleqi","nc_upperqi"
1,"cmp29981",19.81,68.83,407.74,411.47,431.93,3.73,5.98
1,"cmp9531",6.84,10.11,56.72,60.45,68.43,3.73,5.98
1,"cmp2666",6.78,9.95,55.77,59.5,67.42,3.73,5.98
1,"cmp24704",6.76,9.92,55.55,59.28,67.18,3.73,5.98
1,"cmp10652",6.68,9.72,54.39,58.12,65.95,3.73,5.98
1,"cmp24604",5.93,8.06,44.45,48.18,55.33,3.73,5.98
1,"cmp25873",5.89,7.97,43.89,47.62,54.73,3.73,5.98
1,"cmp191",5.72,7.63,41.86,45.59,52.55,3.73,5.98
1,"cmp19912",5.62,7.41,40.57,44.3,51.16,3.73,5.98
1,"cmp9152",5.46,7.1,38.69,42.42,49.14,3.73,5.98
1,"cmp16934",5.46,7.09,38.67,42.4,49.12,3.73,5.98
1,"cmp26651",5.39,6.96,37.88,41.61,48.27,3.73,5.98
1,"cmp13826",5.37,6.92,37.64,41.37,48.02,3.73,5.98
1,"cmp13074",5.36,6.9,37.51,41.24,47.87,3.73,5.98
1,"cmp2134",5.32,6.83,37.1,40.83,47.43,3.73,5.98
1,"cmp18113",5.29,6.77,36.72,40.45,47.02,3.73,5.98
1,"cmp23488",5.24,6.68,36.21,39.94,46.47,3.73,5.98
1,"cmp8790",5.09,6.4,34.53,38.26,44.66,3.73,5.98
1,"cmp27470",5.09,6.4,34.53,38.26,44.66,3.73,5.98
1,"cmp27913",5.07,6.35,34.24,37.97,44.34,3.73,5.98
1,"cmp8072",5.03,6.29,33.88,37.61,43.96,3.73,5.98
1,"cmp5157",4.95,6.14,32.97,36.7,42.97,3.73,5.98
1,"cmp19671",4.95,6.14,32.98,36.71,42.98,3.73,5.98
1,"cmp30327",4.92,6.08,32.61,36.34,42.58,3.73,5.98
1,"cmp2303",4.87,6,32.16,35.89,42.09,3.73,5.98
1,"cmp29170",4.87,5.99,32.1,35.83,42.03,3.73,5.98
1,"cmp1115",4.84,5.95,31.84,35.57,41.75,3.73,5.98
1,"cmp5227",4.83,5.93,31.69,35.42,41.59,3.73,5.98
1,"cmp19430",4.8,5.88,31.42,35.15,41.29,3.73,5.98
1,"cmp26182",4.78,5.84,31.21,34.94,41.06,3.73,5.98
1,"cmp31586",4.77,5.81,31.03,34.76,40.87,3.73,5.98
1,"cmp28156",4.74,5.77,30.78,34.51,40.6,3.73,5.98
1,"cmp19902",4.72,5.73,30.51,34.24,40.3,3.73,5.98
1,"cmp26257",4.72,5.73,30.55,34.28,40.35,3.73,5.98
1,"cmp23677",4.62,5.56,29.48,33.21,39.19,3.73,5.98
1,"cmp8228",4.61,5.54,29.4,33.13,39.1,3.73,5.98
1,"cmp11904",4.61,5.54,29.38,33.11,39.08,3.73,5.98
1,"cmp19211",4.6,5.52,29.29,33.02,38.99,3.73,5.98
1,"cmp4462",4.59,5.5,29.17,32.9,38.85,3.73,5.98
1,"cmp15981",4.59,5.52,29.27,33,38.96,3.73,5.98
1,"cmp3743",4.57,5.48,29.05,32.78,38.72,3.73,5.98
1,"cmp14315",4.57,5.48,29.05,32.78,38.72,3.73,5.98
1,"cmp28855",4.56,5.46,28.92,32.65,38.58,3.73,5.98
1,"cmp18373",4.54,5.44,28.76,32.49,38.41,3.73,5.98
1,"cmp27279",4.54,5.43,28.76,32.49,38.4,3.73,5.98
1,"cmp26768",4.52,5.4,28.57,32.3,38.19,3.73,5.98
1,"cmp25156",4.46,5.29,27.89,31.62,37.46,3.73,5.98
1,"poscon",4.42,5.22,27.49,31.22,37.03,3.73,5.98
1,"cmp7136",4.41,5.21,27.4,31.13,36.92,3.73,5.98
1,"cmp15300",4.36,5.13,26.92,30.65,36.41,3.73,5.98
1,"cmp28245",4.36,5.13,26.93,30.66,36.42,3.73,5.98
1,"cmp5926",4.32,5.07,26.55,30.28,36.01,3.73,5.98
1,"cmp28617",4.32,5.06,26.51,30.24,35.96,3.73,5.98
1,"cmp1373",4.3,5.03,26.35,30.08,35.79,3.73,5.98
1,"cmp11586",4.29,5.03,26.31,30.04,35.74,3.73,5.98
1,"cmp23184",4.27,4.99,26.12,29.85,35.53,3.73,5.98
1,"cmp28195",4.27,4.98,26.06,29.79,35.47,3.73,5.98
1,"cmp24557",4.26,4.98,26.02,29.75,35.42,3.73,5.98
1,"cmp6141",4.2,4.88,25.42,29.15,34.77,3.73,5.98
1,"cmp3152",4.17,4.83,25.16,28.89,34.48,3.73,5.98
1,"cmp19471",4.14,4.78,24.87,28.6,34.17,3.73,5.98
1,"cmp3588",4.13,4.77,24.76,28.49,34.05,3.73,5.98
1,"cmp11959",4.12,4.75,24.68,28.41,33.96,3.73,5.98
1,"cmp30960",4.1,4.71,24.45,28.18,33.71,3.73,5.98
1,"cmp12446",4.09,4.7,24.37,28.1,33.63,3.73,5.98
1,"cmp30405",4.09,4.7,24.35,28.08,33.6,3.73,5.98
1,"cmp316",4.08,4.68,24.26,27.99,33.5,3.73,5.98
1,"cmp2056",4.04,4.63,23.96,27.69,33.17,3.73,5.98
1,"cmp5399",4.03,4.61,23.8,27.53,33,3.73,5.98
1,"cmp372",4,4.57,23.57,27.3,32.75,3.73,5.98
1,"cmp16538",3.97,4.52,23.28,27.01,32.43,3.73,5.98
1,"cmp18275",3.96,4.51,23.24,26.97,32.39,3.73,5.98
1,"cmp26825",3.87,4.37,22.42,26.15,31.49,3.73,5.98
1,"cmp29522",3.87,4.38,22.43,26.16,31.5,3.73,5.98
1,"cmp7038",3.86,4.35,22.28,26.01,31.34,3.73,5.98
1,"cmp7123",3.83,4.31,22.04,25.77,31.07,3.73,5.98
1,"cmp30582",3.81,4.28,21.88,25.61,30.9,3.73,5.98
1,"cmp29476",3.8,4.27,21.78,25.51,30.78,3.73,5.98
1,"cmp12979",3.78,4.24,21.6,25.33,30.59,3.73,5.98
1,"cmp15641",3.78,4.24,21.59,25.32,30.58,3.73,5.98
1,"cmp24548",3.72,4.15,21.08,24.81,30.01,3.73,5.98
1,"cmp13160",3.71,4.13,20.99,24.72,29.91,3.73,5.98
1,"cmp6049",3.68,4.09,20.71,24.44,29.61,3.73,5.98
1,"cmp22039",3.68,4.1,20.78,24.51,29.68,3.73,5.98
1,"cmp2649",3.68,4.1,20.77,24.5,29.67,3.73,5.98
1,"cmp15111",3.66,4.07,20.62,24.35,29.51,3.73,5.98
1,"cmp16480",3.66,4.07,20.58,24.31,29.46,3.73,5.98
1,"cmp8391",3.65,4.05,20.46,24.19,29.33,3.73,5.98
1,"cmp14738",3.63,4.03,20.35,24.08,29.22,3.73,5.98
1,"cmp31059",3.62,4.01,20.23,23.96,29.08,3.73,5.98
1,"cmp17235",3.6,3.98,20.08,23.81,28.91,3.73,5.98
1,"cmp19237",3.6,3.98,20.09,23.82,28.93,3.73,5.98
1,"cmp4856",3.58,3.95,19.9,23.63,28.71,3.73,5.98
1,"cmp8841",3.58,3.95,19.88,23.61,28.7,3.73,5.98
1,"cmp19457",3.54,3.91,19.62,23.35,28.41,3.73,5.98
1,"cmp10017",3.53,3.89,19.5,23.23,28.27,3.73,5.98
1,"cmp28142",3.53,3.89,19.51,23.24,28.29,3.73,5.98
1,"cmp6281",3.51,3.86,19.36,23.09,28.12,3.73,5.98
1,"cmp1437",3.51,3.86,19.32,23.05,28.08,3.73,5.98
1,"cmp3811",3.5,3.84,19.25,22.98,28,3.73,5.98
1,"cmp461",3.5,3.84,19.24,22.97,27.99,3.73,5.98
1,"cmp30930",3.48,3.81,19.07,22.8,27.8,3.73,5.98
1,"cmp19186",3.47,3.81,19.02,22.75,27.75,3.73,5.98
1,"cmp22482",3.47,3.81,19.02,22.75,27.75,3.73,5.98
1,"cmp3886",3.45,3.78,18.86,22.59,27.57,3.73,5.98
1,"cmp2700",3.45,3.78,18.84,22.57,27.55,3.73,5.98
1,"cmp19477",3.44,3.76,18.73,22.46,27.43,3.73,5.98
1,"cmp1595",3.43,3.75,18.71,22.44,27.4,3.73,5.98
1,"cmp14165",3.42,3.73,18.58,22.31,27.26,3.73,5.98
1,"cmp10834",3.41,3.72,18.5,22.23,27.17,3.73,5.98
1,"cmp9243",3.4,3.71,18.42,22.15,27.09,3.73,5.98
1,"cmp13463",3.38,3.68,18.27,22,26.92,3.73,5.98
1,"cmp12784",3.37,3.67,18.18,21.91,26.82,3.73,5.98
1,"cmp5207",3.35,3.64,18.04,21.77,26.67,3.73,5.98
1,"cmp969",3.34,3.63,17.98,21.71,26.6,3.73,5.98
1,"cmp20666",3.34,3.63,17.95,21.68,26.56,3.73,5.98
1,"cmp2141",3.33,3.61,17.85,21.58,26.46,3.73,5.98
1,"cmp16462",3.32,3.6,17.78,21.51,26.37,3.73,5.98
1,"cmp28420",3.32,3.6,17.78,21.51,26.38,3.73,5.98
1,"cmp327",3.31,3.59,17.74,21.47,26.33,3.73,5.98
1,"cmp6358",3.31,3.59,17.75,21.48,26.35,3.73,5.98
1,"cmp20140",3.3,3.58,17.68,21.41,26.26,3.73,5.98
1,"cmp19138",3.28,3.55,17.51,21.24,26.08,3.73,5.98
1,"cmp19439",3.28,3.55,17.51,21.24,26.08,3.73,5.98
1,"cmp26097",3.28,3.55,17.49,21.22,26.05,3.73,5.98
1,"cmp13344",3.27,3.53,17.38,21.11,25.93,3.73,5.98
1,"cmp18731",3.25,3.51,17.26,20.99,25.8,3.73,5.98
1,"cmp18829",3.25,3.51,17.26,20.99,25.8,3.73,5.98
1,"cmp13220",3.24,3.49,17.16,20.89,25.69,3.73,5.98
1,"cmp9945",3.22,3.47,17.03,20.76,25.54,3.73,5.98
1,"cmp15105",3.22,3.47,16.99,20.72,25.51,3.73,5.98
1,"cmp22537",3.22,3.47,17.02,20.75,25.53,3.73,5.98
1,"cmp11195",3.21,3.46,16.94,20.67,25.45,3.73,5.98
1,"cmp26375",3.21,3.45,16.92,20.65,25.42,3.73,5.98
1,"cmp544",3.2,3.45,16.87,20.6,25.36,3.73,5.98
1,"cmp25018",3.18,3.42,16.74,20.47,25.22,3.73,5.98
1,"cmp26227",3.18,3.42,16.7,20.43,25.18,3.73,5.98
1,"cmp11996",3.17,3.4,16.61,20.34,25.08,3.73,5.98
1,"cmp15478",3.17,3.4,16.62,20.35,25.1,3.73,5.98
1,"cmp2482",3.17,3.41,16.67,20.4,25.15,3.73,5.98
1,"cmp266",3.16,3.39,16.53,20.26,24.99,3.73,5.98
1,"cmp4317",3.16,3.4,16.6,20.33,25.07,3.73,5.98
1,"cmp26564",3.16,3.4,16.6,20.33,25.07,3.73,5.98
1,"cmp29212",3.16,3.39,16.54,20.27,25,3.73,5.98
1,"cmp6873",3.15,3.39,16.52,20.25,24.98,3.73,5.98
1,"cmp16430",3.14,3.37,16.42,20.15,24.87,3.73,5.98
1,"cmp18381",3.14,3.37,16.43,20.16,24.88,3.73,5.98
1,"cmp31174",3.14,3.37,16.4,20.13,24.85,3.73,5.98
1,"cmp75",3.13,3.36,16.35,20.08,24.79,3.73,5.98
1,"cmp3272",3.13,3.36,16.37,20.1,24.81,3.73,5.98
1,"cmp15624",3.13,3.35,16.32,20.05,24.76,3.73,5.98
1,"cmp31217",3.12,3.34,16.26,19.99,24.69,3.73,5.98
1,"cmp31382",3.12,3.35,16.27,20,24.71,3.73,5.98
1,"cmp4409",3.11,3.33,16.18,19.91,24.6,3.73,5.98
1,"cmp25098",3.11,3.33,16.2,19.93,24.62,3.73,5.98
1,"cmp8035",3.1,3.31,16.08,19.81,24.49,3.73,5.98
1,"cmp11826",3.1,3.31,16.08,19.81,24.5,3.73,5.98
1,"cmp9990",3.09,3.31,16.03,19.76,24.43,3.73,5.98
1,"cmp14349",3.09,3.31,16.07,19.8,24.48,3.73,5.98
1,"cmp29778",3.09,3.3,16,19.73,24.41,3.73,5.98
1,"cmp6527",3.06,3.26,15.78,19.51,24.16,3.73,5.98
1,"cmp21024",3.06,3.27,15.84,19.57,24.22,3.73,5.98
1,"cmp4150",3.05,3.25,15.7,19.43,24.07,3.73,5.98
1,"cmp6765",3.05,3.26,15.74,19.47,24.12,3.73,5.98
1,"cmp13734",3.05,3.25,15.71,19.44,24.08,3.73,5.98
1,"cmp29369",3.05,3.26,15.77,19.5,24.14,3.73,5.98
1,"cmp15214",3.04,3.25,15.69,19.42,24.06,3.73,5.98
1,"cmp6498",3.03,3.23,15.6,19.33,23.96,3.73,5.98
1,"cmp7659",3.03,3.23,15.57,19.3,23.92,3.73,5.98
1,"cmp15362",3.03,3.23,15.56,19.29,23.91,3.73,5.98
1,"cmp1984",3.03,3.23,15.61,19.34,23.97,3.73,5.98
1,"cmp8013",3.01,3.2,15.42,19.15,23.75,3.73,5.98
1,"cmp9199",3.01,3.2,15.41,19.14,23.74,3.73,5.98
1,"cmp19338",3.01,3.2,15.43,19.16,23.76,3.73,5.98
1,"cmp20921",3.01,3.21,15.45,19.18,23.79,3.73,5.98
1,"cmp26880",3.01,3.2,15.4,19.13,23.74,3.73,5.98
1,"cmp7551",3,3.2,15.38,19.11,23.71,3.73,5.98
1,"cmp5904",2.99,3.18,15.3,19.03,23.62,3.73,5.98
1,"cmp30221",2.98,3.17,15.21,18.94,23.52,3.73,5.98
1,"cmp6919",2.97,3.16,15.15,18.88,23.46,3.73,5.98
1,"cmp28307",2.97,3.16,15.15,18.88,23.46,3.73,5.98
1,"cmp51",2.96,3.15,15.09,18.82,23.4,3.73,5.98
1,"cmp7200",2.96,3.14,15.04,18.77,23.33,3.73,5.98
1,"cmp16147",2.96,3.14,15.04,18.77,23.33,3.73,5.98
1,"cmp3361",2.95,3.13,15,18.73,23.29,3.73,5.98
1,"cmp17163",2.95,3.13,15,18.73,23.29,3.73,5.98
1,"cmp20046",2.95,3.14,15.02,18.75,23.32,3.73,5.98
1,"cmp13411",2.94,3.12,14.95,18.68,23.23,3.73,5.98
1,"cmp12880",2.93,3.11,14.87,18.6,23.15,3.73,5.98
1,"cmp23319",2.91,3.09,14.73,18.46,22.99,3.73,5.98
1,"cmp26867",2.91,3.09,14.73,18.46,22.99,3.73,5.98
1,"cmp4168",2.9,3.08,14.67,18.4,22.92,3.73,5.98
1,"cmp28857",2.9,3.07,14.64,18.37,22.89,3.73,5.98
1,"cmp208",2.88,3.05,14.52,18.25,22.76,3.73,5.98
1,"cmp7509",2.88,3.05,14.48,18.21,22.71,3.73,5.98
1,"cmp9193",2.88,3.04,14.47,18.2,22.7,3.73,5.98
1,"cmp19238",2.88,3.05,14.52,18.25,22.76,3.73,5.98
1,"cmp2837",2.88,3.05,14.5,18.23,22.73,3.73,5.98
1,"cmp23381",2.87,3.03,14.41,18.14,22.63,3.73,5.98
1,"cmp26342",2.86,3.03,14.35,18.08,22.57,3.73,5.98
1,"cmp26818",2.86,3.03,14.36,18.09,22.58,3.73,5.98
1,"cmp27175",2.86,3.02,14.34,18.07,22.55,3.73,5.98
1,"cmp26230",2.84,3,14.19,17.92,22.38,3.73,5.98
1,"cmp3917",2.82,2.98,14.07,17.8,22.25,3.73,5.98
1,"cmp17456",2.82,2.98,14.09,17.82,22.28,3.73,5.98
1,"cmp28475",2.82,2.98,14.08,17.81,22.26,3.73,5.98
1,"cmp27667",2.81,2.97,14,17.73,22.18,3.73,5.98
1,"cmp31666",2.81,2.96,13.97,17.7,22.14,3.73,5.98
1,"cmp15255",2.8,2.96,13.94,17.67,22.11,3.73,5.98
1,"cmp9062",2.78,2.93,13.76,17.49,21.9,3.73,5.98
1,"cmp14446",2.78,2.93,13.79,17.52,21.95,3.73,5.98
1,"cmp24169",2.78,2.93,13.78,17.51,21.93,3.73,5.98
1,"cmp4378",2.77,2.92,13.71,17.44,21.85,3.73,5.98
1,"cmp17327",2.77,2.91,13.68,17.41,21.82,3.73,5.98
1,"cmp27663",2.77,2.92,13.71,17.44,21.85,3.73,5.98
1,"cmp3959",2.76,2.9,13.63,17.36,21.76,3.73,5.98
1,"cmp7847",2.76,2.91,13.67,17.4,21.8,3.73,5.98
1,"cmp1947",2.76,2.91,13.64,17.37,21.77,3.73,5.98
1,"cmp13455",2.75,2.9,13.6,17.33,21.72,3.73,5.98
1,"cmp16369",2.75,2.9,13.58,17.31,21.7,3.73,5.98
1,"cmp22758",2.75,2.9,13.59,17.32,21.71,3.73,5.98
1,"cmp55",2.74,2.88,13.49,17.22,21.6,3.73,5.98
1,"cmp12150",2.74,2.88,13.48,17.21,21.6,3.73,5.98
1,"cmp16121",2.73,2.87,13.44,17.17,21.55,3.73,5.98
1,"cmp3104",2.72,2.86,13.35,17.08,21.45,3.73,5.98
1,"cmp27374",2.72,2.86,13.35,17.08,21.45,3.73,5.98
1,"cmp3378",2.71,2.85,13.28,17.01,21.37,3.73,5.98
1,"cmp22246",2.71,2.85,13.33,17.06,21.43,3.73,5.98
1,"cmp3113",2.7,2.83,13.21,16.94,21.29,3.73,5.98
1,"cmp5383",2.7,2.83,13.2,16.93,21.28,3.73,5.98
1,"cmp21343",2.7,2.84,13.23,16.96,21.31,3.73,5.98
1,"cmp2039",2.69,2.83,13.17,16.9,21.25,3.73,5.98
1,"cmp9136",2.68,2.81,13.09,16.82,21.16,3.73,5.98
1,"cmp11384",2.68,2.82,13.11,16.84,21.18,3.73,5.98
1,"cmp2372",2.68,2.81,13.07,16.8,21.14,3.73,5.98
1,"cmp21958",2.67,2.8,13.02,16.75,21.08,3.73,5.98
1,"cmp28158",2.66,2.79,12.94,16.67,20.99,3.73,5.98
1,"cmp24547",2.65,2.78,12.88,16.61,20.92,3.73,5.98
1,"cmp25352",2.63,2.76,12.74,16.47,20.77,3.73,5.98
1,"cmp15098",2.62,2.75,12.72,16.45,20.74,3.73,5.98
1,"cmp24661",2.62,2.75,12.69,16.42,20.71,3.73,5.98
1,"cmp30344",2.62,2.74,12.66,16.39,20.67,3.73,5.98
1,"cmp8980",2.61,2.73,12.6,16.33,20.61,3.73,5.98
1,"cmp2254",2.61,2.74,12.64,16.37,20.66,3.73,5.98
1,"cmp31187",2.61,2.73,12.6,16.33,20.61,3.73,5.98
1,"cmp20744",2.6,2.73,12.56,16.29,20.57,3.73,5.98
1,"cmp1450",2.57,2.69,12.36,16.09,20.34,3.73,5.98
1,"cmp16936",2.56,2.68,12.29,16.02,20.26,3.73,5.98
1,"cmp22948",2.56,2.68,12.28,16.01,20.25,3.73,5.98
1,"cmp5944",2.55,2.66,12.2,15.93,20.16,3.73,5.98
1,"cmp5802",2.55,2.66,12.2,15.93,20.16,3.73,5.98
1,"cmp18760",2.55,2.67,12.21,15.94,20.17,3.73,5.98
1,"cmp23426",2.55,2.66,12.19,15.92,20.15,3.73,5.98
1,"cmp12367",2.54,2.66,12.18,15.91,20.14,3.73,5.98
1,"cmp7052",2.53,2.64,12.07,15.8,20.02,3.73,5.98
1,"cmp9502",2.53,2.65,12.11,15.84,20.05,3.73,5.98
1,"cmp22181",2.53,2.65,12.1,15.83,20.04,3.73,5.98
1,"cmp4256",2.5,2.61,11.89,15.62,19.81,3.73,5.98
1,"cmp25971",2.49,2.6,11.81,15.54,19.72,3.73,5.98
1,"cmp18518",2.48,2.59,11.76,15.49,19.67,3.73,5.98
1,"cmp17514",2.47,2.58,11.71,15.44,19.61,3.73,5.98
1,"cmp23335",2.47,2.58,11.67,15.4,19.57,3.73,5.98
1,"cmp27173",2.47,2.58,11.71,15.44,19.6,3.73,5.98
1,"cmp14184",2.46,2.57,11.62,15.35,19.51,3.73,5.98
1,"cmp27045",2.46,2.57,11.64,15.37,19.53,3.73,5.98
1,"cmp30476",2.46,2.57,11.63,15.36,19.52,3.73,5.98
1,"cmp15959",2.45,2.56,11.55,15.28,19.43,3.73,5.98
1,"cmp24845",2.45,2.56,11.56,15.29,19.44,3.73,5.98
1,"cmp50",2.44,2.54,11.47,15.2,19.34,3.73,5.98
1,"cmp14336",2.44,2.55,11.52,15.25,19.39,3.73,5.98
1,"cmp31083",2.44,2.54,11.47,15.2,19.34,3.73,5.98
1,"cmp1521",2.43,2.54,11.45,15.18,19.32,3.73,5.98
1,"cmp16383",2.43,2.53,11.42,15.15,19.28,3.73,5.98
1,"cmp26196",2.43,2.54,11.42,15.15,19.29,3.73,5.98
1,"cmp5216",2.42,2.52,11.35,15.08,19.2,3.73,5.98
1,"cmp28135",2.42,2.53,11.38,15.11,19.23,3.73,5.98
1,"cmp15950",2.41,2.52,11.33,15.06,19.18,3.73,5.98
1,"cmp22780",2.41,2.51,11.28,15.01,19.12,3.73,5.98
1,"cmp3967",2.4,2.51,11.27,15,19.11,3.73,5.98
1,"cmp7890",2.4,2.51,11.27,15,19.11,3.73,5.98
1,"cmp20680",2.4,2.51,11.27,15,19.11,3.73,5.98
1,"cmp29341",2.4,2.51,11.27,15,19.11,3.73,5.98
1,"cmp10981",2.39,2.5,11.21,14.94,19.05,3.73,5.98
1,"cmp14532",2.38,2.48,11.11,14.84,18.93,3.73,5.98
1,"cmp20133",2.37,2.48,11.07,14.8,18.89,3.73,5.98
1,"cmp20698",2.37,2.47,11.05,14.78,18.87,3.73,5.98
1,"cmp22448",2.37,2.48,11.07,14.8,18.89,3.73,5.98
1,"cmp6827",2.36,2.46,10.98,14.71,18.79,3.73,5.98
1,"cmp16327",2.35,2.45,10.91,14.64,18.71,3.73,5.98
1,"cmp16730",2.35,2.45,10.92,14.65,18.72,3.73,5.98
1,"cmp22518",2.35,2.45,10.93,14.66,18.73,3.73,5.98
1,"cmp4346",2.34,2.45,10.9,14.63,18.69,3.73,5.98
1,"cmp6836",2.34,2.44,10.87,14.6,18.66,3.73,5.98
1,"cmp7997",2.34,2.44,10.85,14.58,18.64,3.73,5.98
1,"cmp24784",2.34,2.44,10.88,14.61,18.68,3.73,5.98
1,"cmp25765",2.34,2.44,10.87,14.6,18.66,3.73,5.98
1,"cmp27589",2.34,2.44,10.88,14.61,18.67,3.73,5.98
1,"cmp28314",2.34,2.44,10.88,14.61,18.68,3.73,5.98
1,"cmp24148",2.33,2.43,10.78,14.51,18.57,3.73,5.98
1,"cmp78",2.32,2.42,10.76,14.49,18.54,3.73,5.98
1,"cmp11362",2.32,2.42,10.74,14.47,18.52,3.73,5.98
1,"cmp12965",2.32,2.42,10.72,14.45,18.49,3.73,5.98
1,"cmp13627",2.32,2.42,10.76,14.49,18.54,3.73,5.98
1,"cmp19538",2.32,2.42,10.76,14.49,18.54,3.73,5.98
1,"cmp20501",2.32,2.42,10.74,14.47,18.52,3.73,5.98
1,"cmp873",2.31,2.41,10.68,14.41,18.45,3.73,5.98
1,"cmp17584",2.3,2.4,10.64,14.37,18.4,3.73,5.98
1,"cmp18981",2.3,2.4,10.62,14.35,18.39,3.73,5.98
1,"cmp12053",2.29,2.39,10.56,14.29,18.32,3.73,5.98
1,"cmp15890",2.29,2.39,10.57,14.3,18.33,3.73,5.98
1,"cmp17940",2.28,2.38,10.48,14.21,18.23,3.73,5.98
1,"cmp18551",2.28,2.38,10.52,14.25,18.27,3.73,5.98
1,"cmp21116",2.28,2.38,10.49,14.22,18.23,3.73,5.98
1,"cmp8442",2.27,2.37,10.42,14.15,18.16,3.73,5.98
1,"cmp14203",2.27,2.37,10.45,14.18,18.19,3.73,5.98
1,"cmp28343",2.27,2.37,10.44,14.17,18.18,3.73,5.98
1,"cmp30493",2.27,2.37,10.45,14.18,18.18,3.73,5.98
1,"cmp20546",2.26,2.35,10.35,14.08,18.07,3.73,5.98
1,"cmp28026",2.26,2.36,10.35,14.08,18.08,3.73,5.98
1,"cmp15051",2.25,2.35,10.32,14.05,18.04,3.73,5.98
1,"cmp1584",2.25,2.35,10.31,14.04,18.04,3.73,5.98
1,"cmp23768",2.25,2.35,10.33,14.06,18.05,3.73,5.98
1,"cmp5972",2.24,2.34,10.24,13.97,17.95,3.73,5.98
1,"cmp23607",2.24,2.34,10.25,13.98,17.97,3.73,5.98
1,"cmp24112",2.24,2.33,10.22,13.95,17.93,3.73,5.98
1,"cmp26698",2.24,2.34,10.25,13.98,17.96,3.73,5.98
1,"cmp29252",2.24,2.33,10.22,13.95,17.93,3.73,5.98
1,"cmp30843",2.24,2.34,10.23,13.96,17.94,3.73,5.98
1,"cmp13709",2.23,2.32,10.17,13.9,17.87,3.73,5.98
1,"cmp2167",2.22,2.32,10.12,13.85,17.81,3.73,5.98
1,"cmp27833",2.22,2.32,10.12,13.86,17.82,3.73,5.98
1,"cmp3244",2.21,2.31,10.05,13.78,17.74,3.73,5.98
1,"cmp13648",2.21,2.31,10.06,13.79,17.75,3.73,5.98
1,"cmp14200",2.2,2.3,10.01,13.74,17.69,3.73,5.98
1,"cmp23902",2.2,2.3,10.02,13.75,17.71,3.73,5.98
1,"cmp6692",2.18,2.28,9.87,13.6,17.53,3.73,5.98
1,"cmp18697",2.18,2.27,9.85,13.58,17.51,3.73,5.98
1,"cmp21098",2.18,2.28,9.88,13.61,17.54,3.73,5.98
1,"cmp21367",2.18,2.28,9.88,13.61,17.54,3.73,5.98
1,"cmp1963",2.18,2.27,9.86,13.59,17.52,3.73,5.98
1,"cmp27651",2.18,2.28,9.89,13.62,17.56,3.73,5.98
1,"cmp7988",2.17,2.27,9.82,13.55,17.48,3.73,5.98
1,"cmp17047",2.17,2.26,9.81,13.54,17.46,3.73,5.98
1,"cmp252",2.16,2.26,9.76,13.49,17.41,3.73,5.98
1,"cmp16595",2.16,2.26,9.78,13.51,17.43,3.73,5.98
1,"cmp17998",2.16,2.26,9.76,13.49,17.41,3.73,5.98
1,"cmp23501",2.16,2.25,9.73,13.46,17.38,3.73,5.98
1,"cmp24628",2.16,2.25,9.73,13.46,17.38,3.73,5.98
1,"cmp10765",2.15,2.24,9.68,13.41,17.31,3.73,5.98
1,"cmp17202",2.15,2.25,9.72,13.45,17.36,3.73,5.98
1,"cmp20115",2.15,2.24,9.68,13.41,17.32,3.73,5.98
1,"cmp20978",2.15,2.24,9.68,13.41,17.32,3.73,5.98
1,"cmp20818",2.15,2.24,9.68,13.41,17.32,3.73,5.98
1,"cmp236",2.14,2.24,9.64,13.37,17.27,3.73,5.98
1,"cmp17224",2.14,2.23,9.61,13.34,17.24,3.73,5.98
1,"cmp19545",2.13,2.22,9.55,13.28,17.17,3.73,5.98
1,"cmp19594",2.13,2.22,9.55,13.28,17.17,3.73,5.98
1,"cmp17169",2.12,2.22,9.53,13.26,17.15,3.73,5.98
1,"cmp20902",2.12,2.21,9.5,13.23,17.11,3.73,5.98
1,"cmp5215",2.11,2.21,9.46,13.19,17.07,3.73,5.98
1,"cmp6890",2.11,2.21,9.46,13.19,17.06,3.73,5.98
1,"cmp13351",2.1,2.2,9.4,13.13,17,3.73,5.98
1,"cmp24451",2.1,2.2,9.42,13.15,17.02,3.73,5.98
1,"cmp2575",2.1,2.2,9.42,13.15,17.02,3.73,5.98
1,"cmp31159",2.1,2.2,9.41,13.14,17.01,3.73,5.98
1,"cmp4863",2.09,2.19,9.36,13.09,16.95,3.73,5.98
1,"cmp6274",2.09,2.18,9.32,13.05,16.91,3.73,5.98
1,"cmp16676",2.09,2.19,9.35,13.08,16.94,3.73,5.98
1,"cmp519",2.08,2.18,9.3,13.03,16.89,3.73,5.98
1,"cmp7654",2.08,2.17,9.26,12.99,16.84,3.73,5.98
1,"cmp9219",2.08,2.18,9.29,13.02,16.88,3.73,5.98
1,"cmp19210",2.08,2.17,9.25,12.98,16.83,3.73,5.98
1,"cmp2702",2.08,2.17,9.26,12.99,16.84,3.73,5.98
1,"cmp12371",2.07,2.17,9.22,12.95,16.8,3.73,5.98
1,"cmp15075",2.07,2.16,9.19,12.92,16.76,3.73,5.98
1,"cmp22321",2.07,2.17,9.25,12.98,16.83,3.73,5.98
1,"cmp26746",2.07,2.17,9.22,12.95,16.8,3.73,5.98
1,"cmp29059",2.07,2.16,9.21,12.94,16.79,3.73,5.98
