"run_id","trt","poiss_ds","fold_chg","eff_siz","trt_middleqi","trt_upperqi","nc_middleqi","nc_upperqi"
"SC2","cmp9845",0.88,1.13,3.8,9.6,12.96,5.8,8.49
"SC20","cmp393",0.88,1.04,8.52,48.14,55.28,39.61,46.12
"SC20","cmp4125",0.88,1.04,8.46,48.07,55.21,39.61,46.12
"SC3","cmp5735",0.88,1.13,3.83,9.75,13.14,5.93,8.65
"SC4","cmp4567",0.88,1.12,4.03,10.91,14.47,6.89,9.78
"SC4","cmp3201",0.88,1.12,4.05,10.94,14.5,6.89,9.78
"SC4","cmp1309",0.88,1.12,4.06,10.95,14.51,6.89,9.78
"SC5","cmp1090",0.88,1.22,2.8,5.11,7.67,2.31,4.19
"SC5","cmp3663",0.88,1.22,2.78,5.09,7.64,2.31,4.19
"SC5","cmp7409",0.88,1.22,2.79,5.1,7.66,2.31,4.19
"SC5","cmp6143",0.88,1.22,2.8,5.11,7.67,2.31,4.19
"SC6","cmp174",0.88,1.1,4.68,14.58,18.65,9.9,13.31
"SC6","cmp7984",0.88,1.09,4.67,14.57,18.63,9.9,13.31
"SC7","cmp8124",0.88,1.12,3.94,10.37,13.84,6.43,9.25
"SC7","cmp7640",0.88,1.12,3.95,10.38,13.85,6.43,9.25
"SC7","cmp8276",0.88,1.12,3.94,10.38,13.85,6.43,9.25
"SC9","cmp9163",0.88,1.06,6.28,26.67,32.06,20.39,25.13
"SC1","cmp1345",0.87,1.17,3.15,6.68,9.54,3.53,5.73
"SC1","cmp6297",0.87,1.17,3.15,6.68,9.54,3.53,5.73
"SC10","cmp4640",0.87,1.07,5.42,20.14,24.85,14.72,18.8
"SC10","cmp1629",0.87,1.07,5.44,20.16,24.88,14.72,18.8
"SC12","cmp7580",0.87,1.03,10.95,81.01,90.21,70.06,78.63
"SC12","cmp9556",0.87,1.03,10.94,81.01,90.2,70.06,78.63
"SC12","cmp382",0.87,1.03,10.89,80.95,90.15,70.06,78.63
"SC15","cmp7835",0.87,1.13,3.55,8.59,11.79,5.04,7.58
"SC15","cmp8563",0.87,1.13,3.56,8.6,11.79,5.04,7.58
"SC16","cmp3693",0.87,1.07,5.27,19.2,23.81,13.93,17.9
"SC18","cmp1991",0.87,1.14,3.4,7.85,10.92,4.45,6.86
"SC19","cmp2016",0.87,1.23,2.63,4.58,7.02,1.95,3.72
"SC2","cmp5598",0.87,1.12,3.72,9.52,12.86,5.8,8.49
"SC2","cmp5997",0.87,1.13,3.76,9.56,12.91,5.8,8.49
"SC2","cmp5839",0.87,1.12,3.74,9.54,12.88,5.8,8.49
"SC20","cmp8428",0.87,1.04,8.37,47.98,55.11,39.61,46.12
"SC20","cmp26",0.87,1.04,8.45,48.06,55.2,39.61,46.12
"SC3","cmp6765",0.87,1.12,3.78,9.71,13.09,5.93,8.65
"SC4","cmp2358",0.87,1.11,3.98,10.87,14.42,6.89,9.78
"SC4","cmp6685",0.87,1.11,4.01,10.89,14.45,6.89,9.78
"SC4","cmp4504",0.87,1.11,4,10.89,14.44,6.89,9.78
"SC5","cmp1311",0.87,1.21,2.73,5.05,7.59,2.31,4.19
"SC5","cmp8767",0.87,1.21,2.74,5.05,7.59,2.31,4.19
"SC5","cmp5437",0.87,1.21,2.75,5.06,7.61,2.31,4.19
"SC6","cmp3565",0.87,1.09,4.62,14.53,18.58,9.9,13.31
"SC6","cmp7823",0.87,1.09,4.58,14.49,18.54,9.9,13.31
"SC7","cmp8275",0.87,1.11,3.88,10.31,13.77,6.43,9.25
"SC9","cmp5029",0.87,1.06,6.27,26.66,32.05,20.39,25.13
"SC9","cmp7400",0.87,1.06,6.22,26.61,31.99,20.39,25.13
"SC9","cmp6668",0.87,1.06,6.24,26.63,32.01,20.39,25.13
"SC1","cmp4559",0.86,1.15,3.09,6.62,9.47,3.53,5.73
"SC10","cmp5080",0.86,1.07,5.39,20.1,24.82,14.72,18.8
"SC15","cmp106",0.86,1.12,3.49,8.53,11.71,5.04,7.58
"SC17","cmp9081",0.86,1.08,4.75,15.8,20.01,11.05,14.62
"SC2","cmp5588",0.86,1.12,3.69,9.48,12.83,5.8,8.49
"SC2","cmp8709",0.86,1.12,3.68,9.48,12.82,5.8,8.49
"SC20","cmp8054",0.86,1.04,8.34,47.95,55.09,39.61,46.12
"SC20","cmp1812",0.86,1.04,8.34,47.95,55.09,39.61,46.12
"SC3","cmp2633",0.86,1.11,3.71,9.63,13,5.93,8.65
"SC4","cmp3386",0.86,1.11,3.95,10.84,14.38,6.89,9.78
"SC5","cmp4952",0.86,1.2,2.72,5.03,7.57,2.31,4.19
"SC7","cmp7562",0.86,1.11,3.84,10.27,13.73,6.43,9.25
"SC7","cmp8279",0.86,1.11,3.83,10.26,13.72,6.43,9.25
"SC12","cmp148",0.85,1.03,10.62,80.68,89.86,70.06,78.63
"SC12","cmp3664",0.85,1.03,10.64,80.7,89.88,70.06,78.63
"SC16","cmp6806",0.85,1.07,5.14,19.07,23.66,13.93,17.9
"SC16","cmp6792",0.85,1.07,5.15,19.07,23.67,13.93,17.9
"SC17","cmp9642",0.85,1.08,4.67,15.72,19.93,11.05,14.62
"SC19","cmp367",0.85,1.21,2.54,4.49,6.91,1.95,3.72
"SC19","cmp7506",0.85,1.21,2.55,4.5,6.93,1.95,3.72
"SC2","cmp4045",0.85,1.11,3.63,9.42,12.75,5.8,8.49
"SC2","cmp3170",0.85,1.11,3.62,9.42,12.75,5.8,8.49
"SC2","cmp6848",0.85,1.11,3.65,9.45,12.78,5.8,8.49
"SC2","cmp8782",0.85,1.11,3.66,9.46,12.79,5.8,8.49
"SC20","cmp3711",0.85,1.04,8.23,47.84,54.97,39.61,46.12
"SC20","cmp9182",0.85,1.04,8.17,47.79,54.91,39.61,46.12
"SC20","cmp8099",0.85,1.04,8.23,47.85,54.97,39.61,46.12
"SC3","cmp1945",0.85,1.11,3.67,9.59,12.95,5.93,8.65
"SC3","cmp4607",0.85,1.11,3.65,9.58,12.93,5.93,8.65
"SC4","cmp6473",0.85,1.1,3.88,10.76,14.3,6.89,9.78
"SC7","cmp3362",0.85,1.11,3.81,10.24,13.7,6.43,9.25
"SC7","cmp3922",0.85,1.1,3.77,10.2,13.65,6.43,9.25
"SC7","cmp9646",0.85,1.1,3.79,10.22,13.67,6.43,9.25
"SC7","cmp2365",0.85,1.1,3.78,10.21,13.67,6.43,9.25
"SC7","cmp6708",0.85,1.11,3.8,10.23,13.69,6.43,9.25
"SC1","cmp1859",0.84,1.14,3.02,6.55,9.39,3.53,5.73
"SC1","cmp2506",0.84,1.14,3.02,6.55,9.39,3.53,5.73
"SC1","cmp4197",0.84,1.14,3.01,6.54,9.38,3.53,5.73
"SC10","cmp1249",0.84,1.06,5.22,19.94,24.64,14.72,18.8
"SC12","cmp7918",0.84,1.03,10.57,80.64,89.81,70.06,78.63
"SC15","cmp8253",0.84,1.12,3.43,8.48,11.65,5.04,7.58
"SC16","cmp9147",0.84,1.06,5.13,19.06,23.66,13.93,17.9
"SC17","cmp2604",0.84,1.07,4.66,15.7,19.9,11.05,14.62
"SC17","cmp5295",0.84,1.07,4.61,15.65,19.85,11.05,14.62
"SC18","cmp1877",0.84,1.12,3.25,7.7,10.75,4.45,6.86
"SC19","cmp4388",0.84,1.2,2.51,4.46,6.88,1.95,3.72
"SC20","cmp4836",0.84,1.03,8.09,47.7,54.81,39.61,46.12
"SC3","cmp4211",0.84,1.11,3.64,9.56,12.92,5.93,8.65
"SC3","cmp8496",0.84,1.1,3.62,9.55,12.9,5.93,8.65
"SC3","cmp6395",0.84,1.1,3.61,9.53,12.88,5.93,8.65
"SC3","cmp9405",0.84,1.1,3.61,9.54,12.89,5.93,8.65
"SC3","cmp3766",0.84,1.1,3.61,9.53,12.88,5.93,8.65
"SC4","cmp7653",0.84,1.1,3.84,10.73,14.26,6.89,9.78
"SC4","cmp5261",0.84,1.1,3.83,10.72,14.25,6.89,9.78
"SC4","cmp7327",0.84,1.1,3.84,10.73,14.26,6.89,9.78
"SC4","cmp6307",0.84,1.1,3.83,10.72,14.25,6.89,9.78
"SC5","cmp4566",0.84,1.18,2.62,4.94,7.46,2.31,4.19
"SC6","cmp6917",0.84,1.08,4.45,14.35,18.39,9.9,13.31
"SC6","cmp5620",0.84,1.08,4.42,14.33,18.35,9.9,13.31
"SC9","cmp6403",0.84,1.05,6.02,26.4,31.76,20.39,25.13
"SC9","cmp9774",0.84,1.05,6.03,26.41,31.78,20.39,25.13
"SC10","cmp2967",0.83,1.06,5.16,19.87,24.56,14.72,18.8
"SC12","cmp5030",0.83,1.02,10.46,80.52,89.69,70.06,78.63
"SC12","cmp4296",0.83,1.02,10.4,80.46,89.63,70.06,78.63
"SC12","cmp8257",0.83,1.02,10.39,80.46,89.62,70.06,78.63
"SC15","cmp926",0.83,1.11,3.39,8.43,11.6,5.04,7.58
"SC17","cmp9766",0.83,1.07,4.56,15.61,19.8,11.05,14.62
"SC17","cmp8157",0.83,1.07,4.6,15.64,19.84,11.05,14.62
"SC18","cmp2680",0.83,1.12,3.23,7.68,10.72,4.45,6.86
"SC2","cmp2230",0.83,1.1,3.54,9.33,12.65,5.8,8.49
"SC2","cmp2869",0.83,1.1,3.55,9.34,12.66,5.8,8.49
"SC2","cmp8875",0.83,1.1,3.54,9.34,12.65,5.8,8.49
"SC2","cmp8199",0.83,1.1,3.53,9.33,12.64,5.8,8.49
"SC2","cmp4673",0.83,1.1,3.57,9.37,12.69,5.8,8.49
"SC20","cmp1317",0.83,1.03,8.04,47.65,54.76,39.61,46.12
"SC3","cmp3003",0.83,1.1,3.59,9.52,12.86,5.93,8.65
"SC3","cmp6807",0.83,1.1,3.56,9.49,12.83,5.93,8.65
"SC3","cmp4548",0.83,1.1,3.56,9.49,12.83,5.93,8.65
"SC4","cmp3850",0.83,1.09,3.77,10.66,14.18,6.89,9.78
"SC5","cmp2095",0.83,1.17,2.59,4.9,7.41,2.31,4.19
"SC5","cmp9658",0.83,1.18,2.61,4.93,7.45,2.31,4.19
"SC9","cmp7023",0.83,1.05,5.92,26.31,31.66,20.39,25.13
"SC1","cmp4533",0.82,1.13,2.95,6.48,9.31,3.53,5.73
"SC10","cmp1121",0.82,1.05,5.08,19.8,24.48,14.72,18.8
"SC10","cmp1160",0.82,1.05,5.09,19.8,24.49,14.72,18.8
"SC10","cmp1744",0.82,1.05,5.09,19.81,24.49,14.72,18.8
"SC10","cmp9735",0.82,1.05,5.1,19.82,24.5,14.72,18.8
"SC10","cmp6967",0.82,1.05,5.07,19.79,24.47,14.72,18.8
"SC12","cmp73",0.82,1.02,10.28,80.35,89.51,70.06,78.63
"SC12","cmp6858",0.82,1.02,10.29,80.35,89.51,70.06,78.63
"SC12","cmp6462",0.82,1.02,10.25,80.31,89.47,70.06,78.63
"SC15","cmp2153",0.82,1.1,3.32,8.37,11.53,5.04,7.58
"SC16","cmp6091",0.82,1.06,4.98,18.91,23.49,13.93,17.9
"SC16","cmp739",0.82,1.06,4.97,18.89,23.47,13.93,17.9
"SC16","cmp7718",0.82,1.05,4.95,18.87,23.45,13.93,17.9
"SC18","cmp4922",0.82,1.11,3.2,7.65,10.68,4.45,6.86
"SC2","cmp5531",0.82,1.1,3.52,9.32,12.63,5.8,8.49
"SC2","cmp3378",0.82,1.1,3.51,9.31,12.62,5.8,8.49
"SC3","cmp3136",0.82,1.1,3.55,9.48,12.81,5.93,8.65
"SC3","cmp8869",0.82,1.1,3.54,9.47,12.81,5.93,8.65
"SC3","cmp1062",0.82,1.09,3.51,9.44,12.77,5.93,8.65
"SC3","cmp4788",0.82,1.1,3.55,9.48,12.81,5.93,8.65
"SC4","cmp9714",0.82,1.08,3.72,10.61,14.12,6.89,9.78
"SC4","cmp2888",0.82,1.09,3.73,10.62,14.13,6.89,9.78
"SC5","cmp5912",0.82,1.17,2.58,4.89,7.4,2.31,4.19
"SC5","cmp8005",0.82,1.17,2.58,4.89,7.4,2.31,4.19
"SC5","cmp6851",0.82,1.16,2.56,4.87,7.38,2.31,4.19
"SC6","cmp6036",0.82,1.07,4.32,14.22,18.23,9.9,13.31
"SC6","cmp6270",0.82,1.07,4.3,14.2,18.22,9.9,13.31
"SC6","cmp8322",0.82,1.07,4.33,14.23,18.25,9.9,13.31
"SC7","cmp6853",0.82,1.09,3.65,10.08,13.51,6.43,9.25
"SC7","cmp1191",0.82,1.09,3.64,10.07,13.5,6.43,9.25
"SC7","cmp2055",0.82,1.09,3.64,10.07,13.51,6.43,9.25
"SC7","cmp2013",0.82,1.09,3.64,10.07,13.5,6.43,9.25
"SC9","cmp5977",0.82,1.04,5.84,26.23,31.57,20.39,25.13
"SC1","cmp6734",0.81,1.12,2.88,6.41,9.22,3.53,5.73
"SC1","cmp8014",0.81,1.12,2.88,6.41,9.22,3.53,5.73
"SC10","cmp7430",0.81,1.05,5.01,19.73,24.41,14.72,18.8
"SC12","cmp5005",0.81,1.02,10.14,80.21,89.36,70.06,78.63
"SC15","cmp2350",0.81,1.1,3.3,8.34,11.49,5.04,7.58
"SC15","cmp4255",0.81,1.1,3.28,8.33,11.48,5.04,7.58
"SC16","cmp5212",0.81,1.05,4.93,18.86,23.44,13.93,17.9
"SC17","cmp108",0.81,1.06,4.47,15.51,19.69,11.05,14.62
"SC17","cmp1244",0.81,1.06,4.43,15.48,19.65,11.05,14.62
"SC2","cmp1076",0.81,1.09,3.43,9.23,12.53,5.8,8.49
"SC20","cmp1681",0.81,1.03,7.84,47.45,54.55,39.61,46.12
"SC20","cmp2788",0.81,1.03,7.78,47.39,54.48,39.61,46.12
"SC3","cmp3566",0.81,1.09,3.47,9.4,12.73,5.93,8.65
"SC3","cmp3630",0.81,1.09,3.5,9.43,12.76,5.93,8.65
"SC3","cmp7139",0.81,1.09,3.51,9.43,12.76,5.93,8.65
"SC3","cmp7394",0.81,1.09,3.49,9.41,12.74,5.93,8.65
"SC4","cmp7914",0.81,1.08,3.66,10.55,14.05,6.89,9.78
"SC4","cmp8549",0.81,1.08,3.67,10.56,14.06,6.89,9.78
"SC4","cmp4411",0.81,1.08,3.7,10.58,14.09,6.89,9.78
"SC5","cmp1143",0.81,1.16,2.54,4.85,7.35,2.31,4.19
"SC5","cmp3400",0.81,1.16,2.54,4.85,7.35,2.31,4.19
"SC5","cmp7571",0.81,1.16,2.53,4.85,7.35,2.31,4.19
"SC5","cmp9262",0.81,1.15,2.52,4.84,7.33,2.31,4.19
"SC6","cmp1042",0.81,1.06,4.25,14.15,18.16,9.9,13.31
"SC6","cmp4908",0.81,1.06,4.24,14.14,18.14,9.9,13.31
"SC6","cmp693",0.81,1.06,4.25,14.15,18.16,9.9,13.31
"SC7","cmp3317",0.81,1.09,3.61,10.04,13.47,6.43,9.25
"SC9","cmp2556",0.81,1.04,5.82,26.2,31.55,20.39,25.13
"SC9","cmp2039",0.81,1.04,5.78,26.17,31.51,20.39,25.13
"SC9","cmp3160",0.81,1.04,5.78,26.16,31.5,20.39,25.13
"SC9","cmp3278",0.81,1.04,5.79,26.18,31.52,20.39,25.13
"SC15","cmp907",0.8,1.09,3.25,8.29,11.43,5.04,7.58
"SC19","cmp2402",0.8,1.16,2.37,4.32,6.71,1.95,3.72
"SC2","cmp1590",0.8,1.09,3.42,9.21,12.51,5.8,8.49
"SC20","cmp6384",0.8,1.03,7.68,47.3,54.38,39.61,46.12
"SC3","cmp4163",0.8,1.08,3.43,9.35,12.67,5.93,8.65
"SC3","cmp7283",0.8,1.08,3.45,9.37,12.7,5.93,8.65
"SC3","cmp5585",0.8,1.08,3.41,9.34,12.66,5.93,8.65
"SC4","cmp6001",0.8,1.07,3.62,10.5,14,6.89,9.78
"SC4","cmp3472",0.8,1.08,3.64,10.53,14.03,6.89,9.78
"SC4","cmp5747",0.8,1.07,3.63,10.51,14.01,6.89,9.78
"SC4","cmp8071",0.8,1.08,3.64,10.53,14.03,6.89,9.78
"SC5","cmp7319",0.8,1.15,2.48,4.8,7.29,2.31,4.19
"SC5","cmp4152",0.8,1.15,2.5,4.81,7.3,2.31,4.19
"SC9","cmp4685",0.8,1.04,5.68,26.06,31.39,20.39,25.13
"SC10","cmp4262",0.79,1.04,4.91,19.63,24.29,14.72,18.8
"SC12","cmp1640",0.79,1.02,9.93,79.99,89.14,70.06,78.63
"SC16","cmp9898",0.79,1.04,4.78,18.7,23.26,13.93,17.9
"SC17","cmp3491",0.79,1.05,4.32,15.37,19.53,11.05,14.62
"SC19","cmp2852",0.79,1.15,2.34,4.29,6.67,1.95,3.72
"SC19","cmp7581",0.79,1.16,2.35,4.31,6.69,1.95,3.72
"SC19","cmp8829",0.79,1.16,2.35,4.31,6.69,1.95,3.72
"SC2","cmp7249",0.79,1.08,3.36,9.15,12.44,5.8,8.49
"SC2","cmp9234",0.79,1.08,3.38,9.18,12.47,5.8,8.49
"SC2","cmp4023",0.79,1.08,3.36,9.16,12.45,5.8,8.49
"SC20","cmp2777",0.79,1.02,7.62,47.23,54.31,39.61,46.12
"SC20","cmp2942",0.79,1.02,7.57,47.18,54.26,39.61,46.12
"SC20","cmp5047",0.79,1.02,7.57,47.19,54.26,39.61,46.12
"SC3","cmp7309",0.79,1.08,3.41,9.34,12.65,5.93,8.65
"SC3","cmp9116",0.79,1.08,3.38,9.31,12.62,5.93,8.65
"SC3","cmp4237",0.79,1.08,3.39,9.32,12.63,5.93,8.65
"SC3","cmp8102",0.79,1.07,3.37,9.29,12.6,5.93,8.65
"SC3","cmp8339",0.79,1.08,3.37,9.3,12.61,5.93,8.65
"SC4","cmp4070",0.79,1.07,3.6,10.48,13.98,6.89,9.78
"SC5","cmp1995",0.79,1.14,2.47,4.78,7.27,2.31,4.19
"SC5","cmp2020",0.79,1.14,2.47,4.78,7.27,2.31,4.19
"SC5","cmp1924",0.79,1.14,2.48,4.79,7.28,2.31,4.19
"SC7","cmp5034",0.79,1.08,3.51,9.94,13.35,6.43,9.25
"SC7","cmp5376",0.79,1.07,3.49,9.92,13.33,6.43,9.25
"SC7","cmp6785",0.79,1.07,3.48,9.91,13.31,6.43,9.25
"SC9","cmp8701",0.79,1.03,5.6,25.99,31.31,20.39,25.13
"SC10","cmp370",0.78,1.04,4.84,19.56,24.21,14.72,18.8
"SC12","cmp505",0.78,1.02,9.79,79.85,88.98,70.06,78.63
"SC17","cmp993",0.78,1.05,4.25,15.3,19.45,11.05,14.62
"SC17","cmp7040",0.78,1.05,4.29,15.33,19.49,11.05,14.62
"SC18","cmp640",0.78,1.09,3.02,7.47,10.47,4.45,6.86
"SC18","cmp8879",0.78,1.08,2.99,7.44,10.44,4.45,6.86
"SC19","cmp4374",0.78,1.15,2.32,4.27,6.65,1.95,3.72
"SC2","cmp7637",0.78,1.07,3.32,9.12,12.4,5.8,8.49
"SC2","cmp4841",0.78,1.07,3.29,9.09,12.37,5.8,8.49
"SC2","cmp4577",0.78,1.07,3.32,9.12,12.4,5.8,8.49
"SC20","cmp7420",0.78,1.02,7.54,47.15,54.23,39.61,46.12
"SC20","cmp7788",0.78,1.02,7.45,47.06,54.13,39.61,46.12
"SC3","cmp8583",0.78,1.07,3.32,9.25,12.55,5.93,8.65
"SC3","cmp6700",0.78,1.07,3.33,9.26,12.56,5.93,8.65
"SC4","cmp6364",0.78,1.06,3.52,10.4,13.89,6.89,9.78
"SC4","cmp1802",0.78,1.07,3.54,10.42,13.91,6.89,9.78
"SC4","cmp1321",0.78,1.07,3.54,10.42,13.91,6.89,9.78
"SC6","cmp7468",0.78,1.05,4.08,13.98,17.96,9.9,13.31
"SC7","cmp7089",0.78,1.07,3.44,9.87,13.27,6.43,9.25
"SC7","cmp452",0.78,1.07,3.43,9.86,13.26,6.43,9.25
"SC9","cmp5492",0.78,1.03,5.58,25.97,31.29,20.39,25.13
"SC1","cmp4202",0.77,1.1,2.74,6.28,9.06,3.53,5.73
"SC10","cmp7966",0.77,1.04,4.74,19.46,24.1,14.72,18.8
"SC10","cmp635",0.77,1.03,4.74,19.45,24.1,14.72,18.8
"SC12","cmp8687",0.77,1.01,9.67,79.74,88.86,70.06,78.63
"SC15","cmp5182",0.77,1.08,3.11,8.15,11.28,5.04,7.58
"SC16","cmp3313",0.77,1.04,4.63,18.55,23.09,13.93,17.9
"SC16","cmp4702",0.77,1.04,4.67,18.59,23.14,13.93,17.9
"SC17","cmp7034",0.77,1.05,4.24,15.29,19.44,11.05,14.62
"SC17","cmp3477",0.77,1.04,4.2,15.25,19.39,11.05,14.62
"SC17","cmp3554",0.77,1.04,4.23,15.28,19.43,11.05,14.62
"SC18","cmp2783",0.77,1.08,2.96,7.41,10.4,4.45,6.86
"SC18","cmp9889",0.77,1.08,2.94,7.39,10.38,4.45,6.86
"SC19","cmp2500",0.77,1.14,2.28,4.23,6.6,1.95,3.72
"SC2","cmp5245",0.77,1.07,3.26,9.05,12.33,5.8,8.49
"SC3","cmp6056",0.77,1.07,3.31,9.23,12.54,5.93,8.65
"SC3","cmp3845",0.77,1.06,3.28,9.21,12.5,5.93,8.65
"SC3","cmp8981",0.77,1.07,3.28,9.21,12.51,5.93,8.65
"SC3","cmp3698",0.77,1.06,3.27,9.2,12.49,5.93,8.65
"SC4","cmp4423",0.77,1.06,3.48,10.37,13.84,6.89,9.78
"SC4","cmp7525",0.77,1.06,3.48,10.37,13.85,6.89,9.78
"SC4","cmp9421",0.77,1.06,3.47,10.36,13.83,6.89,9.78
"SC5","cmp6824",0.77,1.12,2.39,4.7,7.17,2.31,4.19
"SC5","cmp7032",0.77,1.13,2.4,4.71,7.18,2.31,4.19
"SC5","cmp7167",0.77,1.13,2.4,4.72,7.19,2.31,4.19
"SC7","cmp2518",0.77,1.07,3.42,9.85,13.25,6.43,9.25
"SC7","cmp167",0.77,1.06,3.39,9.82,13.21,6.43,9.25
"SC7","cmp3858",0.77,1.06,3.38,9.81,13.2,6.43,9.25
"SC9","cmp6931",0.77,1.03,5.48,25.87,31.17,20.39,25.13
"SC12","cmp982",0.76,1.01,9.49,79.55,88.67,70.06,78.63
"SC16","cmp8213",0.76,1.03,4.56,18.48,23.02,13.93,17.9
"SC16","cmp4639",0.76,1.03,4.59,18.52,23.05,13.93,17.9
"SC17","cmp3709",0.76,1.04,4.14,15.18,19.32,11.05,14.62
"SC19","cmp6503",0.76,1.13,2.23,4.19,6.54,1.95,3.72
"SC19","cmp7757",0.76,1.13,2.24,4.19,6.55,1.95,3.72
"SC2","cmp4888",0.76,1.06,3.22,9.01,12.28,5.8,8.49
"SC2","cmp9227",0.76,1.06,3.22,9.02,12.28,5.8,8.49
"SC20","cmp389",0.76,1.02,7.27,46.88,53.93,39.61,46.12
"SC4","cmp5316",0.76,1.05,3.43,10.31,13.78,6.89,9.78
"SC5","cmp8372",0.76,1.12,2.37,4.68,7.14,2.31,4.19
"SC6","cmp7222",0.76,1.04,3.99,13.9,17.87,9.9,13.31
"SC7","cmp7978",0.76,1.06,3.34,9.77,13.16,6.43,9.25
"SC7","cmp3574",0.76,1.06,3.33,9.76,13.14,6.43,9.25
"SC9","cmp2147",0.76,1.03,5.43,25.82,31.13,20.39,25.13
"SC9","cmp7137",0.76,1.03,5.4,25.79,31.09,20.39,25.13
"SC1","cmp4958",0.75,1.08,2.65,6.18,8.96,3.53,5.73
"SC1","cmp6388",0.75,1.08,2.65,6.19,8.96,3.53,5.73
"SC1","cmp6900",0.75,1.08,2.65,6.19,8.96,3.53,5.73
"SC10","cmp3587",0.75,1.03,4.63,19.35,23.98,14.72,18.8
"SC12","cmp1773",0.75,1.01,9.41,79.47,88.58,70.06,78.63
"SC12","cmp752",0.75,1.01,9.32,79.38,88.49,70.06,78.63
"SC12","cmp5877",0.75,1.01,9.44,79.51,88.62,70.06,78.63
"SC15","cmp2588",0.75,1.06,3,8.04,11.15,5.04,7.58
"SC16","cmp8027",0.75,1.03,4.5,18.42,22.95,13.93,17.9
"SC17","cmp3162",0.75,1.04,4.09,15.14,19.27,11.05,14.62
"SC17","cmp546",0.75,1.04,4.11,15.16,19.29,11.05,14.62
"SC19","cmp7951",0.75,1.12,2.22,4.17,6.52,1.95,3.72
"SC20","cmp945",0.75,1.02,7.23,46.84,53.89,39.61,46.12
"SC20","cmp1413",0.75,1.02,7.22,46.84,53.89,39.61,46.12
"SC3","cmp5356",0.75,1.06,3.2,9.13,12.41,5.93,8.65
"SC3","cmp9597",0.75,1.06,3.22,9.14,12.43,5.93,8.65
"SC3","cmp5368",0.75,1.06,3.2,9.13,12.41,5.93,8.65
"SC3","cmp2470",0.75,1.05,3.18,9.11,12.39,5.93,8.65
"SC4","cmp9438",0.75,1.05,3.4,10.29,13.75,6.89,9.78
"SC4","cmp9756",0.75,1.05,3.38,10.26,13.72,6.89,9.78
"SC4","cmp8860",0.75,1.05,3.41,10.29,13.76,6.89,9.78
"SC5","cmp3405",0.75,1.1,2.3,4.62,7.07,2.31,4.19
"SC5","cmp6251",0.75,1.11,2.33,4.64,7.09,2.31,4.19
"SC5","cmp7364",0.75,1.1,2.3,4.61,7.06,2.31,4.19
"SC5","cmp9716",0.75,1.1,2.3,4.62,7.07,2.31,4.19
"SC6","cmp2308",0.75,1.04,3.93,13.83,17.79,9.9,13.31
"SC7","cmp3569",0.75,1.05,3.3,9.73,13.11,6.43,9.25
"SC7","cmp4543",0.75,1.05,3.3,9.73,13.11,6.43,9.25
"SC7","cmp9570",0.75,1.05,3.29,9.72,13.1,6.43,9.25
"SC7","cmp5601",0.75,1.05,3.3,9.73,13.11,6.43,9.25
"SC9","cmp3043",0.75,1.02,5.36,25.74,31.04,20.39,25.13
"SC1","cmp1848",0.74,1.07,2.61,6.15,8.91,3.53,5.73
"SC1","cmp2207",0.74,1.07,2.61,6.15,8.91,3.53,5.73
"SC10","cmp1059",0.74,1.03,4.56,19.28,23.9,14.72,18.8
"SC10","cmp4627",0.74,1.02,4.55,19.26,23.89,14.72,18.8
"SC15","cmp355",0.74,1.06,2.97,8.01,11.11,5.04,7.58
"SC15","cmp821",0.74,1.06,2.96,8,11.1,5.04,7.58
"SC15","cmp789",0.74,1.06,2.97,8.01,11.11,5.04,7.58
"SC16","cmp3475",0.74,1.03,4.47,18.4,22.92,13.93,17.9
"SC16","cmp6159",0.74,1.03,4.44,18.37,22.89,13.93,17.9
"SC16","cmp7406",0.74,1.03,4.49,18.41,22.94,13.93,17.9
"SC18","cmp7888",0.74,1.06,2.85,7.3,10.28,4.45,6.86
"SC18","cmp9244",0.74,1.06,2.84,7.29,10.27,4.45,6.86
"SC19","cmp5803",0.74,1.11,2.18,4.14,6.48,1.95,3.72
"SC19","cmp6670",0.74,1.11,2.16,4.12,6.45,1.95,3.72
"SC19","cmp8356",0.74,1.1,2.15,4.11,6.44,1.95,3.72
"SC2","cmp1337",0.74,1.05,3.14,8.94,12.19,5.8,8.49
"SC20","cmp1935",0.74,1.01,7.06,46.68,53.71,39.61,46.12
"SC20","cmp4248",0.74,1.01,7.14,46.75,53.8,39.61,46.12
"SC3","cmp6521",0.74,1.05,3.17,9.09,12.37,5.93,8.65
"SC3","cmp9002",0.74,1.05,3.13,9.06,12.33,5.93,8.65
"SC3","cmp9585",0.74,1.05,3.15,9.08,12.35,5.93,8.65
"SC4","cmp4094",0.74,1.04,3.33,10.22,13.67,6.89,9.78
"SC4","cmp8632",0.74,1.05,3.36,10.25,13.7,6.89,9.78
"SC5","cmp1482",0.74,1.09,2.27,4.58,7.02,2.31,4.19
"SC5","cmp3304",0.74,1.1,2.27,4.59,7.03,2.31,4.19
"SC6","cmp6576",0.74,1.03,3.86,13.77,17.72,9.9,13.31
"SC7","cmp7660",0.74,1.04,3.23,9.66,13.03,6.43,9.25
"SC9","cmp1056",0.74,1.02,5.28,25.66,30.95,20.39,25.13
"SC9","cmp8677",0.74,1.02,5.27,25.66,30.95,20.39,25.13
